ZICDFULLID,ICD_GROUP,ICD_GROUP_DESC,ZICD3CHARID,ICD3CHAR_DESC,SHORTDESC
G250,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Essential tremor
G251,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Drug-induced tremor
G252,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Other specified forms of tremor
G253,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Myoclonus
G254,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Drug-induced chorea
G255,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Other chorea
G256,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Drug-induced tics and other tics of organic origin
G258,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,Other specified extrapyramidal and movement disorders
G259,G20-G26,"Extrapyramidal and movement disorders
",G25,Other extrapyramidal and movement disorders,"Extrapyramidal and movement disorder, unspecified"
G26,G20-G26,"Extrapyramidal and movement disorders
",G26,Extrapyramidal and movement disorders in diseases classified elsewhere,Extrapyramidal and movement disorders in diseases classified elsewhere
G30,G30-G32,"Other degenerative diseases of the central nervous system
",G30,Alzheimer's disease,Alzheimer's disease
G300,G30-G32,"Other degenerative diseases of the central nervous system
",G30,Alzheimer's disease,Alzheimer's disease with early onset
G301,G30-G32,"Other degenerative diseases of the central nervous system
",G30,Alzheimer's disease,Alzheimer's disease with late onset
G308,G30-G32,"Other degenerative diseases of the central nervous system
",G30,Alzheimer's disease,Other Alzheimer's disease
G309,G30-G32,"Other degenerative diseases of the central nervous system
",G30,Alzheimer's disease,"Alzheimer's disease, unspecified"
G31,G30-G32,"Other degenerative diseases of the central nervous system
",G31,"Other degenerative diseases of nervous system, not elsewhere classified","Other degenerative diseases of nervous system, not elsewhere classified"
G310,G30-G32,"Other degenerative diseases of the central nervous system
",G31,"Other degenerative diseases of nervous system, not elsewhere classified",Circumscribed brain atrophy
G311,G30-G32,"Other degenerative diseases of the central nervous system
",G31,"Other degenerative diseases of nervous system, not elsewhere classified","Senile degeneration of brain, not elsewhere classified"
G312,G30-G32,"Other degenerative diseases of the central nervous system
",G31,"Other degenerative diseases of nervous system, not elsewhere classified",Degeneration of nervous system due to alcohol
G318,G30-G32,"Other degenerative diseases of the central nervous system
",G31,"Other degenerative diseases of nervous system, not elsewhere classified",Other specified degenerative diseases of nervous system
G319,G30-G32,"Other degenerative diseases of the central nervous system
",G31,"Other degenerative diseases of nervous system, not elsewhere classified","Degenerative disease of nervous system, unspecified"
G32,G30-G32,"Other degenerative diseases of the central nervous system
",G32,Other degenerative disorders of nervous system in diseases classified elsewhere,Other degenerative disorders of nervous system in diseases classified elsewhere
G320,G30-G32,"Other degenerative diseases of the central nervous system
",G32,Other degenerative disorders of nervous system in diseases classified elsewhere,Subacute combined degeneration of spinal cord in diseases classified elsewhere
G328,G30-G32,"Other degenerative diseases of the central nervous system
",G32,Other degenerative disorders of nervous system in diseases classified elsewhere,Other specified degenerative disorders of nervous system in diseases classified elsewhere
G35,G35-G37,"Demyelinating diseases of the central nervous system
",G35,Multiple sclerosis,Multiple sclerosis
G36,G35-G37,"Demyelinating diseases of the central nervous system
",G36,Other acute disseminated demyelination,Other acute disseminated demyelination
G360,G35-G37,"Demyelinating diseases of the central nervous system
",G36,Other acute disseminated demyelination,Neuromyelitis optica [Devic]
G361,G35-G37,"Demyelinating diseases of the central nervous system
",G36,Other acute disseminated demyelination,Acute and subacute haemorrhagic leukoencephalitis [Hurst]
G368,G35-G37,"Demyelinating diseases of the central nervous system
",G36,Other acute disseminated demyelination,Other specified acute disseminated demyelination
G369,G35-G37,"Demyelinating diseases of the central nervous system
",G36,Other acute disseminated demyelination,"Acute disseminated demyelination, unspecified"
G37,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Other demyelinating diseases of central nervous system
G370,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Diffuse sclerosis
G371,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Central demyelination of corpus callosum
G372,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Central pontine myelinolysis
G373,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Acute transverse myelitis in demyelinating disease of central nervous system
G374,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Subacute necrotising myelitis
G375,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Concentric sclerosis [Bal¢]
G378,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,Other specified demyelinating diseases of central nervous system
G379,G35-G37,"Demyelinating diseases of the central nervous system
",G37,Other demyelinating diseases of central nervous system,"Demyelinating disease of central nervous system, unspecified"
G40,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Epilepsy
G400,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Localisation-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localised onset
G401,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Localisation-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures
G402,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Localisation-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures
G403,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Generalised idiopathic epilepsy and epileptic syndromes
G404,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Other generalised epilepsy and epileptic syndromes
G405,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Special epileptic syndromes
G406,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,"Grand mal seizures, unspecified (with or without petit mal)"
G407,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,"Petit mal, unspecified, without grand mal seizures"
G408,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,Other epilepsy
G409,G40-G47,"Episodic and paroxysmal disorders
",G40,Epilepsy,"Epilepsy, unspecified"
G41,G40-G47,"Episodic and paroxysmal disorders
",G41,Status epilepticus,Status epilepticus
G410,G40-G47,"Episodic and paroxysmal disorders
",G41,Status epilepticus,Grand mal status epilepticus
G411,G40-G47,"Episodic and paroxysmal disorders
",G41,Status epilepticus,Petit mal status epilepticus
G412,G40-G47,"Episodic and paroxysmal disorders
",G41,Status epilepticus,Complex partial status epilepticus
G418,G40-G47,"Episodic and paroxysmal disorders
",G41,Status epilepticus,Other status epilepticus
G419,G40-G47,"Episodic and paroxysmal disorders
",G41,Status epilepticus,"Status epilepticus, unspecified"
G43,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,Migraine
G430,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,Migraine without aura [common migraine]
G431,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,Migraine with aura [classical migraine]
G432,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,Status migrainosus
G433,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,Complicated migraine
G438,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,Other migraine
G439,G40-G47,"Episodic and paroxysmal disorders
",G43,Migraine,"Migraine, unspecified"
G44,G40-G47,"Episodic and paroxysmal disorders
",G44,Other headache syndromes,Other headache syndromes
G440,G40-G47,"Episodic and paroxysmal disorders
",G44,Other headache syndromes,Cluster headache syndrome
G441,G40-G47,"Episodic and paroxysmal disorders
",G44,Other headache syndromes,"Vascular headache, not elsewhere classified"
G442,G40-G47,"Episodic and paroxysmal disorders
",G44,Other headache syndromes,Tension-type headache
G443,G40-G47,"Episodic and paroxysmal disorders
",G44,Other headache syndromes,Chronic posttraumatic headache
